Proteome Id	Organism	Organism Id	Protein count
UP000029751	Gallivirus A (isolate Turkey/Hungary/M176/2011) (GV-A1) (Turkey gallivirus (isolate M176))	1560035	1
UP000029755	Aquamavirus A (isolate Phoca hispida/Canada/HO.02.21/2002) (SePV-1) (Seal picornavirus type 1 (isolate HO.02.21))	1554492	1
UP000029768	Drosophila melanogaster sigma virus (isolate Drosophila/USA/AP30/2005) (DMelSV)	666363	6
UP000029770	Tibrogargan virus (strain CS132) (TIBV)	1559361	9
UP000029771	Tupaia virus (isolate Tupaia/Thailand/-/1986) (TUPV)	1560034	7
UP000029965	Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)	60711	19229
UP000032420	Candidatus Evansia muelleri	1495769	330
UP000052080	Canis familiaris papillomavirus 3	360397	6
UP000052081	Sus scrofa papillomavirus 1	446138	5
UP000052083	Erinaceus europaeus papillomavirus 1	445217	7
UP000052084	Equus caballus papillomavirus 2	526413	6
UP000052085	Ovis aries papillomavirus 3	634772	7
UP000052088	Morelia spilota papillomavirus 1	1081054	7
UP000052089	Zalophus californianus papillomavirus 1	998829	7
UP000052090	Saimiri sciureus papillomavirus 1	990304	6
UP000052091	Phocoena phocoena papillomavirus 4	706527	6
UP000052092	Equus caballus papillomavirus 3	940834	7
UP000052093	Castor canadensis papillomavirus 1	1352235	5
UP000052094	Felis domesticus papillomavirus 2	568209	6
UP000052095	Bos taurus papillomavirus 7	1001533	7
UP000052096	Ursus maritimus papillomavirus 1	461322	5
UP000052097	Capra hircus papillomavirus 1	338903	7
UP000052098	Rousettus aegyptiacus papillomavirus 1	369584	7
UP000052099	Trichechus manatus papillomavirus 1	291589	7
UP000052100	Erethizon dorsatum papillomavirus 1	291590	7
UP000052101	Canis familiaris papillomavirus 2	292792	8
UP000052102	Tursiops truncatus papillomavirus 1	936059	7
UP000052107	kunsagivirus A1	2847817	1
UP000052108	Feline sakobuvirus A	1416021	1
UP000052109	Sicinivirus A (SiV-A1) (Sicinivirus 1)	1755588	1
UP000053001	Leptosomus discolor (Madagascar cuckoo roller) (Cuculus discolor)	188344	9574
UP000053309	Balearica regulorum gibbericeps (East African grey crowned-crane)	100784	8821
UP000053330	Chlamydotis macqueenii (Macqueen's bustard)	187382	8277
UP000053369	Mesitornis unicolor (brown roatelo)	54374	9395
UP000053840	Nestor notabilis (Kea)	176057	9137
UP000054244	Apaloderma vittatum (Bar-tailed trogon)	57397	7903
UP000054313	Gavia stellata (Red-throated diver) (Colymbus stellatus)	37040	7730
UP000054379	Haliaeetus albicilla (White-tailed sea-eagle) (Falco albicilla)	8969	8357
UP000059222	Coxiella endosymbiont of Amblyomma americanum	325775	536
UP000061704	Candidatus Ishikawaella capsulata Mpkobe	476281	623
UP000092809	secondary endosymbiont of Trabutina mannipara	1835721	237
UP000095477	Candidatus Hoaglandella endobia	1778263	517
UP000095665	Candidatus Gullanella endobia	1070130	460
UP000095697	Candidatus Mikella endobia	1778264	273
UP000095862	West Caucasian bat virus (WCBV)	249584	5
UP000095890	Macaca fascicularis papillomavirus 6	471184	8
UP000096308	Human papillomavirus type 6	31552	9
UP000096661	Human papillomavirus type 131	909330	7
UP000096732	Zetapapillomavirus 1	333919	6
UP000096793	Tuhoko virus 1	798072	7
UP000096813	Influenza B virus (strain B/Panama/45/1990)	408929	11
UP000097513	Human papillomavirus 127	746832	7
UP000097651	Tuhoko virus 2	798073	7
UP000098172	Influenza A virus (strain A/Mallard/New York/6750/1978 H2N2)	384502	26
UP000098687	Saimiri sciureus papillomavirus 2	990305	6
UP000098850	Human papillomavirus 146	1070419	7
UP000099010	Human papillomavirus 179	1472342	6
UP000099345	Human adenovirus D serotype 17 (HAdV-17) (Human adenovirus 17)	46922	8
UP000100280	Human papillomavirus 68	45240	7
UP000101100	Lyssavirus rabies	11292	5
UP000101375	Human papillomavirus 109	915426	7
UP000101395	Rattus norvegicus papillomavirus 2	1036965	7
UP000101403	Panthera leo persica papillomavirus 1	2772508	7
UP000101546	Betacoronavirus Erinaceus/VMC/DEU/2012	1385427	12
UP000101820	Human papillomavirus 58	10598	8
UP000101963	Oryctolagus cuniculus papillomavirus 1	2772507	9
UP000102036	Circovirus-like genome DCCV-1	1788437	1
UP000102202	Influenza A virus (A/flat-faced bat/Peru/033/2010(H18N11))	1395524	10
UP000102297	Human papillomavirus 62	334210	7
UP000102623	Phocoena phocoena papillomavirus 2	706526	6
UP000103020	Trichechus manatus latirostris papillomavirus 2	1144379	7
UP000103468	Human parainfluenza virus 4b	11226	7
UP000103719	Felis domesticus papillomavirus 1	2847078	7
UP000103794	BtNv-AlphaCoV/SC2013	1503291	6
UP000103806	Human papillomavirus type 129	931210	7
UP000103826	Alphapapillomavirus 9	337041	7
UP000103855	Human papillomavirus 126	1055684	7
UP000104464	Cervus papillomavirus 2	1434070	6
UP000104899	BtTp-BetaCoV/GX2012	1503304	9
UP000104910	Avian orthoavulavirus 1	2560319	6
UP000104955	Duck hepatitis B virus	12639	1
UP000105550	Human papillomavirus 178	1478160	7
UP000105969	Human coronavirus NL63 (HCoV-NL63)	277944	7
UP000106026	Turkey enteric coronavirus (TCoV) (TCV)	11152	11
UP000106096	Zaire ebolavirus	186538	7
UP000106331	Crocuta crocuta papillomavirus 1	1104917	7
UP000106470	Canine coronavirus	11153	11
UP000106769	Influenza A virus (A/ruddy turnstone/New Jersey/AI09-169/2009(H11N8))	1322534	12
UP000106847	human papillomavirus 85	2848423	8
UP000106895	Ghana virus	2847089	7
UP000107207	Avian paramyxovirus 4	28274	6
UP000107687	Miniopterus schreibersii papillomavirus 1	1195364	6
UP000108288	Human papillomavirus 170	1315265	6
UP000108682	Bos taurus papillomavirus 19	1887217	7
UP000108982	human papillomavirus 91	202252	7
UP000109002	Human papillomavirus type 161	1315264	6
UP000109295	Circovirus-like genome DHCV-1	1788450	1
UP000109611	Human papillomavirus 45	10593	6
UP000109801	Rotavirus A turkey-tc/GER/03V0002E10/2003/G22P[35]	1271535	12
UP000109836	Vesicular stomatitis New Jersey virus	11280	5
UP000110085	Porcine epidemic diarrhea virus	28295	6
UP000110829	Rangifer tarandus papillomavirus 1	2773313	9
UP000110985	Human papillomavirus 204	1650736	7
UP000111445	Gyrovirus Tu789	1415628	3
UP000111499	human papillomavirus 86	171370	7
UP000111791	Ampivirus A1	1661395	1
UP000112084	Eptesicus serotinus papillomavirus 1	1464071	6
UP000112252	Human papillomavirus type 54	1671798	7
UP000112286	Human papillomavirus 93	247268	7
UP000113124	Tursiops truncatus papillomavirus 6	1144382	7
UP000113513	Human papillomavirus type 88	337054	7
UP000113705	Bos taurus papillomavirus 2 (Bovine papillomavirus 2)	2758382	9
UP000114210	Goose paramyxovirus SF02	204987	6
UP000114279	human papillomavirus 106	338326	7
UP000114585	Avian metaavulavirus 11	2560310	7
UP000114966	Tursiops truncatus papillomavirus 2	936060	7
UP000115734	Influenza A virus (A/Uruguay/716/2007(H3N2))	529058	6
UP000116602	Human papillomavirus 39	10588	8
UP000116619	Avian orthoavulavirus 12	2560320	6
UP000117015	Human papillomavirus type 137	1070410	7
UP000118015	Eptesicus serotinus papillomavirus 2	1464072	6
UP000118091	Human papillomavirus 120	765052	7
UP000118151	Bovine rotavirus C	31588	11
UP000118373	Common chimpanzee papillomavirus 1	66261	7
UP000118666	Human papillomavirus 142	1070415	7
UP000118722	Tioman virus	162013	8
UP000119102	Hepatitis B virus genotype B1 (isolate Japan/Yamagata-2/1998) (HBV-B)	489464	6
UP000119175	Orthomarburgvirus marburgense	3052505	7
UP000119221	Paraavulavirus wisconsinense	3052594	6
UP000119242	Canis familiaris papillomavirus 13	1226723	7
UP000119395	Achimota virus 1	1261100	8
UP000119411	Human papillomavirus 149	909328	7
UP000120723	Canis familiaris papillomavirus 7	2759772	7
UP000120748	Influenza A virus (A/Houston/JMM_42/2012(H3N2))	1383502	11
UP000121137	Lynx rufus papillomavirus type 1	323364	7
UP000121470	Hepatitis B virus subtype adr (HBV)	106820	3
UP000121690	Human papillomavirus 139	1070412	7
UP000121904	Bat associated cyclovirus 6	1987731	1
UP000122180	Human papillomavirus 202	1682341	7
UP000122610	Phocoena phocoena papillomavirus 1	706525	6
UP000122992	Human T-cell leukemia virus type I	11908	3
UP000123282	Influenza A virus (A/New York/3052/2009(mixed))	645847	10
UP000123284	Equus asinus papillomavirus 1	1163703	5
UP000123364	Bat coronavirus HKU9-4	424370	8
UP000123590	Bos taurus papillomavirus 17	1887215	6
UP000123609	Felis catus papillomavirus 4	1398507	7
UP000123696	Human papillomavirus type 2	333751	7
UP000123753	Talpa europaea papillomavirus 1	1338506	7
UP000124656	BtVs-BetaCoV/SC2013	1495253	10
UP000125000	Vulpes vulpes papillomavirus 1	1163709	6
UP000125409	torchivirus A1	1578826	1
UP000125468	Bos taurus papillomavirus 8	2758968	8
UP000125519	Camelus dromedarius papillomavirus 2	996651	7
UP000125818	Swine enteric coronavirus	1766554	9
UP000125839	Human papillomavirus 59	37115	8
UP000126310	Human papillomavirus 199	1545700	6
UP000126502	BtMf-AlphaCoV/HeN2013	1503283	7
UP000126608	Chicken anemia virus	12618	3
UP000126963	Bos taurus papillomavirus 11	714200	7
UP000127207	Bat Hp-betacoronavirus/Zhejiang2013	1541205	9
UP000127392	Equus caballus papillomavirus 5	1235429	7
UP000127544	Human papillomavirus 30	10611	7
UP000127630	Bat coronavirus Cp/Yunnan2011	1283333	7
UP000127867	human papillomavirus 150	743811	7
UP000128680	Human papillomavirus type 72b	1484958	7
UP000128757	Bat associated circovirus 7	2003312	1
UP000129101	Bos taurus papillomavirus 21	1887219	6
UP000129308	Mus musculus papillomavirus type 1	763552	7
UP000129376	Procyon lotor papillomavirus 1	312349	7
UP000129753	human papillomavirus 153	1110710	7
UP000129991	Influenza A virus (A/little yellow-shouldered bat/Guatemala/060/2010(H17N10))	1129347	10
UP000130113	Capreolus capreolus papillomavirus 1	470214	8
UP000130331	human papillomavirus 108	565537	5
UP000130688	Canis familiaris papillomavirus 17	1778550	6
UP000131008	Human papillomavirus 134	909333	7
UP000131287	Human papillomavirus KC5	1647924	7
UP000132079	Avian metaavulavirus 6	2560316	7
UP000132096	Hipposideros bat coronavirus HKU10	1241932	8
UP000132112	Enhydra lutris papillomavirus 1	1472717	7
UP000132751	Human papillomavirus type 34	333764	7
UP000133291	Ikoma lyssavirus	1167696	5
UP000133456	Murine coronavirus repA59/RJHM	429331	10
UP000133604	Murine pneumonia virus (strain 15) (MPV)	296738	12
UP000134364	Influenza B virus (B/Osaka/547/1997)	416646	11
UP000134420	Human papillomavirus 52	10618	6
UP000134568	Mustela putorius papillomavirus 1	2259540	8
UP000134698	Alethinophid 1 reptarenavirus (isolate AlRrV1/Boa/USA/BC/2009) (Golden Gate virus)	1223562	4
UP000134915	Human papillomavirus 140	1070413	7
UP000135405	Influenza A virus (A/environment/Guangdong/HY243/2015(H5N6))	1699258	12
UP000136220	Tupaia paramyxovirus (TPMV)	92129	8
UP000136351	human papillomavirus 87	120381	7
UP000136359	Myotis ricketti papillomavirus 1	1195370	5
UP000136605	Snake adenovirus serotype 1 (SnAdV-1)	189830	28
UP000136617	Rupicapra rupicapra papillomavirus 1	1163708	6
UP000136641	Avian paramyxovirus 13 goose/Kazakhstan/5751/2013	1820326	6
UP000136660	Mammalian orthorubulavirus 5	2560580	6
UP000136985	Human parainfluenza virus 4a	11224	7
UP000137149	Circoviridae 19 LDMD-2013	1379723	1
UP000138214	Rinderpest morbillivirus	11241	6
UP000138757	Murine coronavirus repJHM/RA59	429330	10
UP000138843	Lagenorhynchus acutus papillomavirus	706530	6
UP000138885	Influenza C virus (strain C/Johannesburg/1/1966)	100673	8
UP000139829	Felis catus papillomavirus 3	1336600	8
UP000139850	Rhinolophus ferrumequinum papillomavirus 1	1464074	6
UP000140180	Bos taurus papillomavirus 6 (Bovine papillomavirus 6)	10563	7
UP000140269	human papillomavirus 168	1420544	7
UP000140463	Human papillomavirus 201	1682340	7
UP000140763	human papillomavirus 200	1682339	6
UP000141071	Macaca fascicularis papillomavirus 3	471181	8
UP000141115	Canis familiaris papillomavirus 14	1236767	7
UP000141459	Human papillomavirus 167	1420545	6
UP000142218	Human papillomavirus type 90	333769	7
UP000142472	Trichechus manatus latirostris papillomavirus 4	2848317	6
UP000143211	Human papillomavirus 173	1434988	6
UP000143283	Macaca fascicularis papillomavirus 3b	464936	8
UP000143347	Canis familiaris papillomavirus 15	1272519	6
UP000143524	Miniopterus bat coronavirus HKU8	694001	8
UP000143765	Sosuga virus	1452514	7
UP000143769	Bat coronavirus HKU5-3	424365	9
UP000144012	Avian metaavulavirus 5	2560315	8
UP000144039	Avian orthoavulavirus 9	2560326	6
UP000144169	Achimota virus 2	1261101	8
UP000144177	Alphacoronavirus BtMs-AlphaCoV/GS2013	1503290	6
UP000144443	Feline coronavirus UU47	1052157	10
UP000144454	Macaca fascicularis papillomavirus 2	915424	7
UP000144657	Human papillomavirus 135	1070408	7
UP000144694	Bettongia penicillata papillomavirus 1	759701	7
UP000144778	BtMr-AlphaCoV/SAX2011	1503289	6
UP000145193	Human papillomavirus 82	129724	8
UP000146474	Bos taurus papillomavirus 18	1887216	6
UP000146794	Human associated cyclovirus 1 (isolate Homo sapiens/Pakistan/PK5510/2007) (HuCyV-1) (Cyclovirus PK5510)	742918	2
UP000147477	Mesocricetus auratus papillomavirus 1	1408129	7
UP000148444	Simian-Human immunodeficiency virus	57667	10
UP000150093	Peromyscus papillomavirus 1	1074206	6
UP000150235	Vesiculovirus perinet	1972569	5
UP000150494	Rhinolophus affinis coronavirus	1487703	13
UP000150751	Lamb rotavirus	28326	12
UP000151210	Camel alphacoronavirus	1699095	7
UP000152287	Hermit crab associated circular genome	1692251	1
UP000152522	Canis familiaris papillomavirus 11	1091166	8
UP000153037	Epstein-Barr virus (strain B95-8) (HHV-4) (Human herpesvirus 4)	10377	84
UP000153366	Tursiops truncatus papillomavirus 5	1144381	7
UP000153518	Human papillomavirus 157	2259331	6
UP000153626	Gyrovirus 4	1214955	2
UP000153628	Betacoronavirus HKU24	1590370	10
UP000153735	Avian metaavulavirus 2	2560313	7
UP000153748	Human papillomavirus 205	2259334	6
UP000153790	Duck circovirus	324685	2
UP000154015	Human rotavirus A	10941	11
UP000154097	Human papillomavirus 165	1315266	6
UP000154424	Rattus norvegicus papillomavirus 1 (isolate Rat/Germany/Schulz/2009) (RnPV-1)	664730	6
UP000154662	Dolphin morbillivirus	37131	7
UP000155058	Avian paramyxovirus penguin/Falkland Islands/324/2007	862945	6
UP000155465	Influenza A virus (strain A/Duck/England/1/1956 H11N6)	383550	25
UP000155715	Rangifer tarandus papillomavirus 2	1370094	7
UP000155736	Feline coronavirus UU4	454952	9
UP000155887	Camelus dromedarius papillomavirus 1	996650	7
UP000156549	hepatitis B virus genotype G	2847140	2
UP000156843	Human papillomavirus type 144	1070417	7
UP000157060	BtMf-AlphaCoV/JX2012	1503288	6
UP000158020	Bos taurus papillomavirus 14	2758381	7
UP000158352	Sudan ebolavirus	186540	7
UP000158449	Catacamas virus	343870	3
UP000158552	Murine rotavirus	28327	8
UP000158875	Influenza A virus (A/mallard/Alberta/72/1994(H3N6))	1093368	9
UP000158899	Bos taurus papillomavirus 15	1969700	6
UP000158963	Betapolyomavirus secumuris	1891770	4
UP000159394	Canis familiaris papillomavirus 6	1513269	7
UP000159585	Ebinur lake virus	1501396	3
UP000160844	Influenza A virus (A/environment/Guangdong/QY197/2014(H5N6))	1699267	12
UP000161239	Avian infectious bursal disease virus (IBDV) (Gumboro disease virus)	10995	3
UP000162055	Bos taurus papillomavirus 20	1887218	7
UP000162058	Morbillivirus canis	3052342	6
UP000162341	Tuhoko virus 3	798074	7
UP000162594	Human papillomavirus 33	10586	8
UP000162673	Falcovirus A1	1641896	1
UP000162802	Avian gyrovirus 2	1002273	3
UP000163232	Avian metaavulavirus 7	2560317	6
UP000163734	Human papillomavirus type 96	247269	7
UP000163759	Woolly monkey hepatitis B virus (isolate Louisville) (WMHBV)	490134	4
UP000163913	Giraffe coronavirus US/OH3/2003	422139	11
UP000164987	Bat coronavirus HKU5-2	424364	9
UP000166023	Transmissible gastroenteritis virus	11149	9
UP000166238	Betapolyomavirus secuchlopygerythrus	1891758	6
UP000166347	Rusa timorensis papillomavirus type 1	1776868	6
UP000166452	Recombinant vesicular stomatitis Indiana virus rVSV-G/GFP	582817	6
UP000166619	Rhinolophus bat coronavirus HKU2	693998	8
UP000167195	Rattus norvegicus papillomavirus 3	1756445	5
UP000167318	Human papillomavirus 133	909332	7
UP000167755	Orthonairovirus haemorrhagiae	3052518	3
UP000169845	Alouatta guariba papillomavirus 1	1784959	7
UP000169932	Human papillomavirus 158	2259343	6
UP000170672	Drosophila melanogaster birnavirus SW-2009a	663281	3
UP000170957	Canis familiaris papillomavirus 9	1087108	7
UP000171007	Colobus guereza papillomavirus 1	2759889	6
UP000171215	Canis familiaris papillomavirus 16	1619253	8
UP000171261	Bos taurus papillomavirus 16	1887214	7
UP000171580	Influenza A virus (strain A/Udorn/1972 H3N2)	385599	18
UP000171862	Human papillomavirus type 128	931209	7
UP000172276	Bat Paramyxovirus Epo_spe/AR1/DRC/2009	1112597	6
UP000172383	human papillomavirus 83	333772	7
UP000172444	Human respirovirus 3	11216	8
UP000172497	Avian metaavulavirus 8	2560318	6
UP000172538	Hepatitis B virus subtype adw2	10408	8
UP000173364	Respirovirus suis	3052733	7
UP000174021	Rotavirus X (isolate RVX/Human/Bangladesh/NADRV-B219/2002/GXP[X]) (RV ADRV-N) (Rotavirus (isolate novel adult diarrhea rotavirus-B219))	348136	11
UP000174113	human papillomavirus 162	1315263	6
UP000174148	Trichechus manatus latirostris papillomavirus 3	2848316	6
UP000174423	Bat coronavirus CDPHE15/USA/2006	1384461	7
UP000174756	Bos taurus papillomavirus 12	1070324	8
UP000174880	Gyrovirus GyV7-SF	1548711	3
UP000180764	Adeno-associated virus 2 (isolate Srivastava/1982) (AAV-2)	648242	6
UP000185274	Bovine papillomavirus type 3	2758957	9
UP000185275	Goose circovirus (GoCV)	146032	4
UP000201047	Xinzhou spider virus 2	1746073	1
UP000201057	Xingshan cricket virus	1746072	1
UP000201109	Tomato leaf curl Comoros virus	997078	6
UP000201168	Cotton leaf curl Gezira virus	222459	6
UP000201306	Okra yellow vein mosaic virus-[201]	223300	6
UP000201468	Sanxia water strider virus 6	1746060	1
UP000201523	Macroptilium golden mosaic virus-[Jamaica:Wissadula:August Town]	475627	6
UP000201650	East African cassava mosaic Malawi virus	223264	7
UP000201703	Malvastrum yellow mosaic virus	377462	6
UP000201723	Ageratum yellow vein China virus - [Hn2]	222078	6
UP000201759	Wuhan centipede virus	1746069	1
UP000201777	Shayang fly virus 4	1746061	1
UP000201830	Wheat dwarf India virus	1174526	4
UP000201853	Cotton leaf curl Bangalore virus	307110	6
UP000201863	Black grass varicosavirus-like virus	1587515	2
UP000201864	Paspalum dilatatum striate mosaic virus	1196236	4
UP000201936	Switchgrass mosaic-associated virus 1	1571533	4
UP000201985	Sporobolus striate mosaic virus 2	1302850	4
UP000202026	Urochloa streak virus	520848	3
UP000202067	Bole tick virus 4	1746058	1
UP000202099	Cotton leaf curl Shahdadpur virus	674996	6
UP000202127	Xinzhou spider virus 3	1746074	1
UP000202225	Dragonfly-associated mastrevirus	1249648	4
UP000202227	Paspalum striate mosaic virus	1072672	4
UP000202377	Axonopus compressus streak virus	1476487	4
UP000202403	Bhanja virus (BHAV)	1213620	4
UP000202512	Eel picornavirus 1	1398149	1
UP000202552	Maize streak virus - A[Ama]	268316	4
UP000202650	Ramie mosaic virus	486809	8
UP000202700	Shayang spider virus 4	1746062	1
UP000202907	Ageratum yellow vein virus	44560	6
UP000202916	Tomato leaf curl Malaysia virus	223346	6
UP000203118	Malvastrum yellow vein Cambodia virus	1633139	6
UP000203149	Croton yellow vein virus	671095	6
UP000203177	Equus caballus papillomavirus 8	1912759	6
UP000203232	Luffa yellow mosaic virus	207240	8
UP000203311	Coccinia mosaic Tamil Nadu virus	1532882	8
UP000203312	Shuangao lacewing virus 2	1746064	1
UP000203362	Wenzhou Shrimp Virus 1	1608095	3
UP000203450	Andrographis yellow vein leaf curl virus	1738045	5
UP000203499	Human papillomavirus 116	915428	7
UP000203528	East African cassava mosaic virus-Uganda2 Severe	223272	4
UP000203720	Sporobolus striate mosaic virus 1	1302849	4
UP000203736	Malvastrum leaf curl virus - [G87]	329291	6
UP000203808	Gossypium punctatum mild leaf curl virus	509532	8
